,Brand,Processor,RAM (GB),Storage Type,Storage Size,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($),Price Category
11026,Lenovo,Intel i9,64,SSD,256.0,Nvidia RTX 3060,15.6,1366x768,11.3,2.76,Linux,3578.76,Luxury
11027,MSI,Intel i3,8,SSD,256.0,Nvidia RTX 2060,16.0,3840x2160,6.1,2.38,Linux,1897.33,High-End
11028,MSI,Intel i5,16,HDD,1024.0,Nvidia GTX 1650,17.3,1920x1080,6.2,1.93,FreeDOS,1544.44,High-End
11029,Dell,Intel i3,32,SSD,512.0,Nvidia RTX 2060,17.3,1920x1080,5.4,1.76,Linux,1432.9,Mid-End
11030,Microsoft,Intel i9,16,SSD,1024.0,AMD Radeon RX 6600,17.3,3840x2160,4.4,1.23,Linux,3604.77,Luxury
11031,HP,Intel i3,64,SSD,2048.0,AMD Radeon RX 6600,15.6,1366x768,5.7,2.49,Windows,1944.67,High-End
11032,Apple,AMD Ryzen 9,32,SSD,2048.0,Nvidia RTX 3080,17.3,2560x1440,10.7,1.65,FreeDOS,5375.1,Luxury
11033,Samsung,AMD Ryzen 9,32,SSD,2048.0,Nvidia RTX 3080,13.3,3840x2160,6.0,2.44,macOS,4447.92,Luxury
11034,Lenovo,Intel i3,4,SSD,1024.0,Integrated,13.3,2560x1440,9.1,2.12,macOS,672.28,Low-End
11035,Lenovo,Intel i7,8,SSD,256.0,AMD Radeon RX 6600,16.0,3840x2160,10.7,1.82,Windows,2299.96,High-End
11036,Razer,Intel i3,16,SSD,512.0,Nvidia RTX 2060,15.6,3840x2160,5.7,1.99,Linux,2599.86,High-End
11037,Microsoft,AMD Ryzen 5,16,SSD,2048.0,Nvidia RTX 3080,13.3,3840x2160,10.8,3.46,macOS,1905.7,High-End
11038,Microsoft,Intel i9,64,HDD,1024.0,Nvidia RTX 2060,16.0,2560x1440,10.1,3.41,macOS,4473.79,Luxury
11039,Razer,AMD Ryzen 5,16,HDD,1024.0,Nvidia RTX 3060,17.3,1920x1080,5.3,2.35,FreeDOS,1676.79,High-End
11040,Razer,AMD Ryzen 3,8,SSD,2048.0,AMD Radeon RX 6800,13.3,1920x1080,8.4,1.92,Linux,1228.17,Mid-End
11041,Dell,AMD Ryzen 9,64,HDD,1024.0,AMD Radeon RX 6600,16.0,1366x768,5.5,2.13,macOS,3155.3,Luxury
11042,Lenovo,AMD Ryzen 3,64,SSD,256.0,AMD Radeon RX 6600,14.0,3840x2160,9.2,3.41,FreeDOS,3164.42,Luxury
11043,Samsung,Intel i5,16,HDD,1024.0,Nvidia GTX 1650,14.0,2560x1440,7.6,2.25,macOS,1286.51,Mid-End
11044,HP,Intel i7,32,SSD,2048.0,AMD Radeon RX 6800,16.0,1366x768,6.3,1.63,Windows,1922.29,High-End
11045,HP,AMD Ryzen 3,4,SSD,256.0,Nvidia RTX 2060,16.0,1366x768,10.0,2.81,macOS,848.09,Mid-End
11046,Lenovo,Intel i3,64,SSD,2048.0,Nvidia GTX 1650,17.3,2560x1440,12.0,1.87,Linux,2845.19,High-End
11047,Samsung,Intel i5,32,SSD,512.0,Integrated,13.3,2560x1440,7.4,2.4,FreeDOS,1312.32,Mid-End
11048,Samsung,Intel i3,8,SSD,2048.0,Nvidia RTX 3060,14.0,1920x1080,7.1,1.58,Windows,908.74,Mid-End
11049,Lenovo,AMD Ryzen 5,8,SSD,1024.0,AMD Radeon RX 6800,13.3,1920x1080,7.3,3.21,Windows,967.45,Mid-End
11050,HP,AMD Ryzen 5,4,SSD,512.0,Nvidia RTX 3080,13.3,1920x1080,11.0,3.32,Windows,824.64,Mid-End
11051,Microsoft,AMD Ryzen 7,64,SSD,1024.0,AMD Radeon RX 6800,13.3,1366x768,5.2,1.58,Linux,2542.89,High-End
11052,Asus,Intel i7,64,SSD,512.0,Nvidia GTX 1650,17.3,2560x1440,9.3,3.19,Linux,4113.36,Luxury
11053,Dell,Intel i7,4,SSD,1024.0,Nvidia RTX 3080,16.0,3840x2160,4.9,2.75,Windows,2004.34,High-End
11054,Lenovo,Intel i9,16,SSD,2048.0,Nvidia RTX 2060,13.3,2560x1440,7.4,3.24,macOS,2348.97,High-End
11055,HP,Intel i3,32,SSD,512.0,Nvidia GTX 1650,13.3,1920x1080,11.4,2.27,Linux,1332.15,Mid-End
11056,Apple,AMD Ryzen 9,8,SSD,2048.0,Nvidia GTX 1650,13.3,2560x1440,9.6,1.36,macOS,2941.04,High-End
11057,Asus,AMD Ryzen 3,16,HDD,1024.0,AMD Radeon RX 6600,17.3,1366x768,8.2,2.6,FreeDOS,907.84,Mid-End
11058,HP,Intel i7,32,SSD,512.0,Nvidia GTX 1650,14.0,1366x768,5.8,1.89,FreeDOS,1688.56,High-End
11059,Acer,AMD Ryzen 5,64,SSD,256.0,Nvidia RTX 2060,17.3,1920x1080,6.1,3.28,macOS,2590.12,High-End
11060,Samsung,AMD Ryzen 7,64,SSD,2048.0,Nvidia GTX 1650,15.6,1920x1080,10.8,2.77,Linux,3392.19,Luxury
11061,Razer,Intel i5,8,SSD,512.0,Nvidia GTX 1650,13.3,3840x2160,10.9,3.22,macOS,2383.51,High-End
11062,Lenovo,Intel i3,8,SSD,256.0,Nvidia GTX 1650,17.3,3840x2160,5.4,2.53,FreeDOS,1394.12,Mid-End
11063,Lenovo,AMD Ryzen 5,32,SSD,1024.0,Nvidia GTX 1650,16.0,2560x1440,6.2,1.62,macOS,2168.33,High-End
11064,Asus,AMD Ryzen 3,64,SSD,1024.0,AMD Radeon RX 6600,16.0,1920x1080,6.1,2.15,Linux,2117.79,High-End
11065,Lenovo,AMD Ryzen 9,4,SSD,512.0,Integrated,14.0,1366x768,8.8,3.13,macOS,753.61,Low-End
11066,Acer,AMD Ryzen 3,64,HDD,1024.0,Integrated,16.0,1920x1080,9.5,3.03,Windows,1318.29,Mid-End
11067,Dell,AMD Ryzen 7,8,HDD,1024.0,Nvidia RTX 2060,16.0,1366x768,8.0,1.82,macOS,828.57,Mid-End
11068,HP,AMD Ryzen 9,32,SSD,2048.0,Nvidia RTX 3080,17.3,2560x1440,9.7,1.47,FreeDOS,3582.45,Luxury
11069,HP,Intel i3,8,SSD,1024.0,Nvidia GTX 1650,13.3,1920x1080,5.0,1.28,Linux,719.37,Low-End
11070,HP,AMD Ryzen 5,4,SSD,1024.0,Integrated,15.6,3840x2160,4.1,1.85,Windows,1261.26,Mid-End
11071,Microsoft,AMD Ryzen 7,4,HDD,1024.0,AMD Radeon RX 6800,15.6,1366x768,8.5,2.55,Linux,827.31,Mid-End
11072,Apple,Intel i5,64,SSD,2048.0,Integrated,13.3,1920x1080,8.8,2.61,Windows,2270.23,High-End
11073,Razer,Intel i9,32,SSD,2048.0,Nvidia GTX 1650,16.0,1366x768,8.2,1.85,FreeDOS,3227.82,Luxury
11074,Asus,AMD Ryzen 3,64,SSD,512.0,AMD Radeon RX 6800,15.6,1920x1080,6.8,1.63,Linux,2159.87,High-End
11075,Samsung,Intel i7,16,SSD,256.0,Nvidia RTX 2060,14.0,2560x1440,7.4,2.82,FreeDOS,2005.75,High-End
11076,MSI,Intel i7,32,SSD,256.0,Integrated,13.3,1366x768,6.0,2.89,FreeDOS,1357.74,Mid-End
11077,Acer,Intel i3,4,HDD,1024.0,Nvidia RTX 2060,16.0,1920x1080,7.4,2.13,Windows,611.36,Low-End
11078,Samsung,Intel i5,32,SSD,2048.0,Nvidia RTX 3060,13.3,1920x1080,9.5,2.21,Linux,1724.25,High-End
11079,Asus,AMD Ryzen 3,32,SSD,256.0,Nvidia RTX 3060,15.6,3840x2160,9.8,1.96,Linux,2307.32,High-End
11080,Lenovo,AMD Ryzen 9,8,SSD,512.0,Nvidia RTX 2060,15.6,3840x2160,4.5,2.59,FreeDOS,2891.77,High-End
11081,MSI,AMD Ryzen 5,64,HDD,1024.0,Nvidia GTX 1650,14.0,2560x1440,8.8,2.49,Windows,3245.04,Luxury
11082,Razer,AMD Ryzen 3,8,SSD,256.0,AMD Radeon RX 6600,15.6,1366x768,5.0,3.03,Windows,977.98,Mid-End
11083,HP,AMD Ryzen 7,8,SSD,256.0,Nvidia RTX 3080,14.0,3840x2160,9.7,2.65,Windows,2015.62,High-End
11084,Asus,AMD Ryzen 7,8,SSD,1024.0,Nvidia RTX 2060,16.0,3840x2160,7.8,3.41,Linux,2318.98,High-End
11085,Samsung,Intel i7,8,SSD,512.0,Nvidia RTX 3080,15.6,1366x768,10.9,2.57,Linux,1252.57,Mid-End
11086,Samsung,AMD Ryzen 3,8,SSD,256.0,Nvidia RTX 3080,17.3,3840x2160,7.2,2.17,FreeDOS,1673.91,High-End
11087,Lenovo,AMD Ryzen 9,32,SSD,256.0,Nvidia RTX 2060,13.3,3840x2160,8.4,2.19,macOS,4280.18,Luxury
11088,Razer,AMD Ryzen 9,64,SSD,2048.0,Nvidia GTX 1650,16.0,1366x768,9.1,1.44,macOS,5141.14,Luxury
11089,Acer,AMD Ryzen 9,32,SSD,256.0,AMD Radeon RX 6800,15.6,1920x1080,7.7,2.65,Windows,2902.3,High-End
11090,Asus,Intel i7,64,SSD,256.0,Nvidia RTX 2060,17.3,1920x1080,8.0,1.44,Windows,3369.64,Luxury
11091,Dell,AMD Ryzen 9,64,SSD,1024.0,AMD Radeon RX 6800,13.3,2560x1440,8.9,3.23,Linux,4918.42,Luxury
11092,Microsoft,Intel i5,4,SSD,1024.0,AMD Radeon RX 6800,13.3,3840x2160,11.0,1.82,FreeDOS,1572.74,High-End
11093,Asus,AMD Ryzen 7,4,SSD,2048.0,Nvidia RTX 2060,13.3,2560x1440,11.5,2.03,Windows,1530.4,High-End
11094,Acer,Intel i7,32,SSD,1024.0,Nvidia RTX 3080,15.6,1920x1080,11.7,2.27,macOS,2122.0,High-End
11095,Samsung,Intel i7,8,SSD,256.0,Nvidia RTX 3060,17.3,3840x2160,7.4,2.81,Linux,2190.35,High-End
11096,Lenovo,AMD Ryzen 9,4,SSD,256.0,Nvidia GTX 1650,17.3,2560x1440,7.8,2.19,macOS,2083.95,High-End
11097,Dell,AMD Ryzen 5,8,SSD,1024.0,Integrated,14.0,1366x768,8.2,1.89,macOS,444.84,Low-End
11098,HP,Intel i9,8,SSD,1024.0,Nvidia GTX 1650,15.6,1366x768,11.8,2.69,macOS,1545.95,High-End
11099,MSI,Intel i5,32,SSD,512.0,Nvidia RTX 3060,16.0,3840x2160,11.6,3.3,macOS,3806.4,Luxury
11100,Microsoft,Intel i7,4,SSD,1024.0,Nvidia GTX 1650,14.0,1366x768,10.7,2.24,Linux,841.69,Mid-End
11101,Lenovo,AMD Ryzen 9,8,HDD,1024.0,Nvidia RTX 3080,14.0,3840x2160,8.4,2.08,Linux,2273.38,High-End
11102,Samsung,Intel i3,16,SSD,512.0,AMD Radeon RX 6600,14.0,2560x1440,11.5,1.2,FreeDOS,1200.96,Mid-End
11103,MSI,Intel i7,4,SSD,1024.0,Integrated,15.6,3840x2160,7.4,1.64,FreeDOS,1811.49,High-End
11104,Microsoft,Intel i7,8,HDD,1024.0,Nvidia RTX 3080,15.6,1366x768,11.5,1.22,Windows,863.52,Mid-End
11105,HP,AMD Ryzen 9,16,HDD,1024.0,Integrated,17.3,3840x2160,11.5,3.23,Windows,2171.36,High-End
11106,MSI,AMD Ryzen 5,8,SSD,1024.0,Integrated,17.3,3840x2160,7.7,1.87,FreeDOS,1703.13,High-End
11107,HP,Intel i7,32,HDD,1024.0,Nvidia RTX 3060,15.6,3840x2160,11.9,1.37,macOS,2925.26,High-End
11108,Asus,Intel i5,16,SSD,256.0,Integrated,13.3,1920x1080,7.6,1.34,FreeDOS,764.84,Low-End
11109,Asus,AMD Ryzen 7,8,SSD,512.0,Integrated,13.3,2560x1440,5.6,2.99,Windows,1118.26,Mid-End
11110,Samsung,Intel i7,8,SSD,1024.0,Nvidia GTX 1650,13.3,3840x2160,11.6,1.68,Linux,1935.39,High-End
11111,Apple,Intel i5,32,SSD,1024.0,AMD Radeon RX 6600,13.3,2560x1440,9.5,2.97,Windows,2841.34,High-End
11112,Lenovo,Intel i3,64,SSD,256.0,Nvidia RTX 3080,14.0,3840x2160,6.7,2.16,macOS,3235.52,Luxury
11113,Microsoft,Intel i5,4,SSD,256.0,Nvidia GTX 1650,16.0,2560x1440,8.0,3.47,Windows,1247.23,Mid-End
11114,Lenovo,AMD Ryzen 3,8,HDD,1024.0,Nvidia RTX 3060,17.3,1366x768,6.4,1.26,macOS,679.86,Low-End
11115,Samsung,AMD Ryzen 5,8,SSD,2048.0,Nvidia RTX 3080,13.3,2560x1440,4.1,1.96,macOS,1190.88,Mid-End
11116,Acer,AMD Ryzen 7,32,SSD,256.0,AMD Radeon RX 6600,15.6,3840x2160,6.0,1.38,Windows,3746.48,Luxury
11117,Samsung,Intel i9,16,SSD,2048.0,Nvidia RTX 3060,14.0,1366x768,9.4,2.45,Linux,1678.16,High-End
11118,Apple,Intel i7,8,SSD,512.0,AMD Radeon RX 6800,15.6,1366x768,5.7,2.4,Linux,1820.06,High-End
11119,Apple,Intel i9,8,SSD,256.0,Nvidia GTX 1650,15.6,1920x1080,6.0,3.22,Linux,2630.63,High-End
11120,MSI,Intel i9,4,SSD,1024.0,Nvidia RTX 2060,14.0,1920x1080,10.5,2.82,Linux,2072.82,High-End
11121,Dell,Intel i7,32,SSD,256.0,Nvidia RTX 2060,13.3,3840x2160,8.0,2.55,Windows,3430.51,Luxury
11122,Dell,AMD Ryzen 5,8,SSD,512.0,Nvidia RTX 3060,14.0,1366x768,10.7,3.46,Linux,981.86,Mid-End
11123,Lenovo,Intel i7,16,HDD,1024.0,AMD Radeon RX 6800,13.3,1366x768,9.5,2.02,macOS,1107.77,Mid-End
11124,Lenovo,AMD Ryzen 9,32,SSD,256.0,Nvidia RTX 3080,17.3,2560x1440,9.2,1.3,macOS,3639.72,Luxury
11125,HP,AMD Ryzen 7,32,SSD,2048.0,Nvidia RTX 3060,13.3,1920x1080,8.0,3.34,Linux,1874.73,High-End
11126,Lenovo,AMD Ryzen 7,8,HDD,1024.0,Integrated,14.0,2560x1440,8.3,2.09,Linux,747.96,Low-End
11127,Asus,Intel i7,64,HDD,1024.0,AMD Radeon RX 6600,13.3,2560x1440,6.7,2.08,Windows,3196.9,Luxury
11128,Samsung,Intel i9,32,SSD,1024.0,Nvidia RTX 2060,15.6,1366x768,9.2,1.35,Linux,2300.27,High-End
11129,Acer,Intel i7,8,SSD,2048.0,Integrated,16.0,3840x2160,6.3,1.52,macOS,1421.94,Mid-End
11130,Dell,Intel i9,4,HDD,1024.0,Nvidia RTX 2060,14.0,3840x2160,6.6,2.4,Linux,1975.68,High-End
11131,Acer,Intel i9,4,SSD,512.0,Nvidia RTX 3060,14.0,1366x768,7.8,1.63,Windows,1202.77,Mid-End
11132,Apple,Intel i7,8,HDD,1024.0,Integrated,14.0,1920x1080,10.7,2.53,Windows,1205.55,Mid-End
11133,Lenovo,Intel i9,4,SSD,2048.0,AMD Radeon RX 6800,17.3,3840x2160,6.4,2.07,macOS,2827.34,High-End
11134,Samsung,Intel i9,4,HDD,1024.0,AMD Radeon RX 6600,15.6,3840x2160,8.9,1.28,FreeDOS,2378.31,High-End
11135,Dell,AMD Ryzen 3,64,SSD,512.0,Integrated,14.0,1920x1080,8.8,3.35,Windows,1471.39,Mid-End
11136,Apple,AMD Ryzen 9,32,SSD,1024.0,Nvidia RTX 3060,13.3,3840x2160,7.6,3.11,Linux,6622.22,Luxury
11137,Microsoft,AMD Ryzen 3,32,SSD,256.0,Nvidia RTX 2060,13.3,1366x768,10.2,1.42,FreeDOS,1091.51,Mid-End
11138,Apple,Intel i5,4,SSD,256.0,Nvidia RTX 3060,14.0,3840x2160,4.4,2.26,macOS,2312.73,High-End
11139,Microsoft,Intel i7,8,SSD,512.0,Integrated,15.6,1920x1080,10.1,1.64,Linux,821.69,Mid-End
11140,Samsung,Intel i3,4,HDD,1024.0,Nvidia RTX 3060,17.3,1366x768,4.5,2.31,Linux,481.09,Low-End
11141,HP,AMD Ryzen 3,8,SSD,1024.0,Nvidia RTX 3080,16.0,1366x768,7.8,1.46,Windows,866.23,Mid-End
11142,Microsoft,Intel i7,16,SSD,2048.0,Integrated,13.3,1366x768,10.3,2.64,FreeDOS,893.12,Mid-End
11143,Asus,AMD Ryzen 5,16,SSD,1024.0,AMD Radeon RX 6800,16.0,2560x1440,6.9,1.74,FreeDOS,1741.83,High-End
11144,Samsung,Intel i5,64,SSD,512.0,Nvidia RTX 3060,13.3,1366x768,6.1,3.43,FreeDOS,2097.73,High-End
11145,HP,AMD Ryzen 7,4,SSD,2048.0,Nvidia GTX 1650,16.0,2560x1440,12.0,3.21,Linux,1574.07,High-End
11146,Apple,AMD Ryzen 7,4,HDD,1024.0,Integrated,13.3,1920x1080,7.9,2.85,FreeDOS,869.75,Mid-End
11147,Razer,Intel i9,8,SSD,2048.0,Nvidia RTX 3080,17.3,1920x1080,9.8,1.86,Linux,2610.61,High-End
11148,Lenovo,AMD Ryzen 5,4,HDD,1024.0,AMD Radeon RX 6600,15.6,2560x1440,8.5,3.17,macOS,981.18,Mid-End
11149,Razer,AMD Ryzen 9,64,SSD,256.0,AMD Radeon RX 6600,16.0,2560x1440,6.2,2.56,Linux,7595.03,Luxury
11150,Apple,Intel i9,8,SSD,1024.0,Nvidia RTX 2060,16.0,1920x1080,8.4,2.27,macOS,2592.52,High-End
11151,HP,AMD Ryzen 9,4,SSD,1024.0,Integrated,14.0,3840x2160,11.9,2.0,Windows,1694.02,High-End
11152,Dell,AMD Ryzen 3,32,SSD,2048.0,Nvidia RTX 3060,17.3,1366x768,11.7,3.28,Linux,1297.91,Mid-End
11153,Apple,Intel i7,16,SSD,1024.0,Nvidia RTX 2060,15.6,1366x768,4.1,2.85,Linux,1951.67,High-End
11154,HP,Intel i5,4,HDD,1024.0,Nvidia GTX 1650,14.0,3840x2160,6.7,2.95,macOS,1143.32,Mid-End
11155,HP,AMD Ryzen 3,8,SSD,2048.0,Nvidia RTX 3060,13.3,2560x1440,4.9,2.28,Linux,986.43,Mid-End
11156,Asus,Intel i9,64,SSD,512.0,Nvidia RTX 3060,14.0,1920x1080,9.4,2.66,Windows,3986.35,Luxury
11157,Lenovo,Intel i7,4,SSD,1024.0,Nvidia RTX 3080,15.6,1920x1080,11.9,3.22,Windows,1273.97,Mid-End
11158,Apple,Intel i9,16,HDD,1024.0,Nvidia RTX 2060,14.0,3840x2160,9.2,2.81,Linux,3952.87,Luxury
11159,Samsung,Intel i5,16,SSD,2048.0,Nvidia GTX 1650,13.3,1366x768,10.8,1.93,Windows,1108.39,Mid-End
11160,HP,AMD Ryzen 7,32,SSD,256.0,AMD Radeon RX 6800,14.0,3840x2160,9.1,2.02,FreeDOS,3223.53,Luxury
11161,Dell,AMD Ryzen 5,8,SSD,512.0,Nvidia RTX 3080,13.3,1366x768,8.3,2.52,macOS,901.15,Mid-End
11162,Dell,Intel i3,8,SSD,1024.0,Nvidia RTX 2060,14.0,1366x768,8.1,2.44,Linux,840.61,Mid-End
11163,Microsoft,AMD Ryzen 3,16,SSD,256.0,AMD Radeon RX 6800,14.0,2560x1440,6.1,2.08,Windows,1211.49,Mid-End
11164,HP,AMD Ryzen 3,16,SSD,512.0,Nvidia RTX 3060,16.0,3840x2160,10.7,3.26,FreeDOS,1977.95,High-End
11165,Apple,AMD Ryzen 3,64,SSD,2048.0,Integrated,16.0,1366x768,10.8,1.82,Windows,1707.44,High-End
11166,Acer,Intel i3,16,SSD,512.0,Nvidia GTX 1650,14.0,1920x1080,6.8,3.41,Windows,968.5,Mid-End
11167,Samsung,AMD Ryzen 9,32,SSD,2048.0,Nvidia RTX 2060,17.3,2560x1440,6.2,1.66,macOS,3534.58,Luxury
11168,Samsung,Intel i7,64,HDD,1024.0,AMD Radeon RX 6600,15.6,2560x1440,9.0,3.43,FreeDOS,3532.69,Luxury
11169,Apple,Intel i9,64,HDD,1024.0,Nvidia GTX 1650,17.3,2560x1440,6.1,2.61,macOS,6873.51,Luxury
11170,Microsoft,AMD Ryzen 9,64,SSD,512.0,AMD Radeon RX 6600,13.3,1920x1080,7.5,2.07,Windows,4053.39,Luxury
11171,Asus,Intel i9,64,SSD,1024.0,Nvidia RTX 3080,17.3,3840x2160,9.3,2.12,FreeDOS,7226.53,Luxury
11172,Samsung,Intel i9,64,HDD,1024.0,AMD Radeon RX 6600,15.6,3840x2160,7.6,2.08,Windows,6039.51,Luxury
11173,Samsung,Intel i5,64,SSD,2048.0,AMD Radeon RX 6800,16.0,2560x1440,9.4,2.33,Windows,3227.35,Luxury
11174,Razer,AMD Ryzen 5,64,SSD,2048.0,Nvidia GTX 1650,13.3,2560x1440,6.0,3.26,Windows,4020.68,Luxury
11175,Acer,AMD Ryzen 7,8,SSD,512.0,AMD Radeon RX 6800,14.0,3840x2160,4.9,2.84,FreeDOS,2055.96,High-End
11176,MSI,AMD Ryzen 3,16,SSD,256.0,Nvidia RTX 2060,14.0,1920x1080,11.3,2.13,FreeDOS,1289.06,Mid-End
11177,Razer,AMD Ryzen 5,64,SSD,2048.0,Nvidia GTX 1650,16.0,3840x2160,11.9,2.89,macOS,5956.01,Luxury
11178,HP,AMD Ryzen 3,16,SSD,512.0,Nvidia GTX 1650,13.3,1920x1080,5.1,3.02,FreeDOS,1116.83,Mid-End
11179,Samsung,AMD Ryzen 3,4,SSD,512.0,Nvidia GTX 1650,13.3,1366x768,7.7,3.2,FreeDOS,653.98,Low-End
11180,Dell,AMD Ryzen 5,4,SSD,256.0,Integrated,15.6,2560x1440,11.2,1.61,FreeDOS,714.63,Low-End
11181,Apple,Intel i5,64,SSD,512.0,Nvidia RTX 2060,16.0,1920x1080,4.1,3.08,macOS,3889.46,Luxury
11182,Samsung,AMD Ryzen 5,32,SSD,512.0,Nvidia RTX 3080,17.3,3840x2160,5.0,3.22,Windows,2962.88,High-End
11183,Asus,Intel i5,64,HDD,1024.0,AMD Radeon RX 6800,17.3,1920x1080,5.3,3.4,Windows,2051.91,High-End
11184,Microsoft,AMD Ryzen 7,64,SSD,256.0,AMD Radeon RX 6800,14.0,2560x1440,6.9,2.48,Windows,3825.92,Luxury
11185,Razer,Intel i5,4,SSD,512.0,Integrated,16.0,2560x1440,7.3,1.83,macOS,1035.31,Mid-End
11186,MSI,AMD Ryzen 3,4,SSD,1024.0,Nvidia GTX 1650,14.0,1920x1080,11.8,1.47,Linux,931.61,Mid-End
11187,Samsung,Intel i5,4,SSD,2048.0,Integrated,17.3,2560x1440,10.8,2.99,Linux,952.85,Mid-End
11188,Microsoft,Intel i9,16,SSD,1024.0,AMD Radeon RX 6600,17.3,1366x768,11.4,2.43,macOS,1726.62,High-End
11189,Lenovo,AMD Ryzen 9,16,HDD,1024.0,AMD Radeon RX 6600,15.6,2560x1440,10.7,2.55,Linux,2199.96,High-End
11190,Asus,Intel i9,32,SSD,2048.0,Integrated,17.3,1920x1080,9.2,3.45,FreeDOS,1973.48,High-End
11191,Microsoft,AMD Ryzen 7,64,SSD,1024.0,AMD Radeon RX 6800,16.0,1920x1080,5.9,1.59,Linux,3359.99,Luxury
11192,MSI,AMD Ryzen 5,16,SSD,256.0,AMD Radeon RX 6800,14.0,1366x768,7.8,1.93,Linux,1304.52,Mid-End
11193,Razer,Intel i9,4,HDD,1024.0,Integrated,16.0,3840x2160,4.0,1.85,Linux,2201.01,High-End
11194,Microsoft,Intel i3,16,SSD,1024.0,Nvidia RTX 3080,17.3,1366x768,9.5,3.3,Linux,915.29,Mid-End
11195,Samsung,Intel i9,64,SSD,256.0,AMD Radeon RX 6800,14.0,1366x768,7.5,2.64,macOS,3220.11,Luxury
11196,Apple,Intel i3,64,SSD,512.0,AMD Radeon RX 6600,13.3,1920x1080,5.1,2.55,macOS,2998.2,High-End
11197,Lenovo,Intel i7,32,SSD,256.0,AMD Radeon RX 6600,16.0,1920x1080,11.7,2.76,Windows,2065.31,High-End
11198,Asus,Intel i9,64,SSD,2048.0,Integrated,14.0,3840x2160,5.6,3.47,FreeDOS,4476.65,Luxury
11199,HP,AMD Ryzen 7,16,HDD,1024.0,Nvidia RTX 3080,15.6,2560x1440,9.7,1.92,Windows,1579.75,High-End
11200,Apple,AMD Ryzen 9,16,SSD,512.0,AMD Radeon RX 6600,13.3,1920x1080,9.0,1.43,Linux,2888.5,High-End
11201,Acer,AMD Ryzen 5,64,HDD,1024.0,Nvidia RTX 3060,13.3,1920x1080,10.6,3.4,Windows,2004.61,High-End
11202,Asus,AMD Ryzen 9,8,HDD,1024.0,Nvidia RTX 3080,13.3,1920x1080,10.1,2.58,Windows,1297.6,Mid-End
11203,Dell,Intel i3,32,SSD,2048.0,Nvidia GTX 1650,13.3,3840x2160,5.5,3.14,macOS,2180.3,High-End
11204,Samsung,Intel i7,32,HDD,1024.0,Nvidia RTX 3080,13.3,3840x2160,6.3,3.49,Windows,2809.89,High-End
11205,Dell,Intel i5,32,SSD,1024.0,Nvidia RTX 2060,14.0,3840x2160,11.6,2.0,Windows,2755.18,High-End
11206,Razer,Intel i9,64,HDD,1024.0,AMD Radeon RX 6600,15.6,1366x768,10.8,3.05,Linux,4154.66,Luxury
11207,Microsoft,Intel i5,32,HDD,1024.0,Nvidia GTX 1650,14.0,3840x2160,6.3,2.49,FreeDOS,2327.86,High-End
11208,MSI,AMD Ryzen 7,32,SSD,2048.0,Nvidia GTX 1650,14.0,1366x768,11.8,2.92,FreeDOS,2189.27,High-End
11209,Samsung,Intel i7,32,SSD,1024.0,Nvidia RTX 2060,16.0,3840x2160,5.7,3.48,Linux,3615.85,Luxury
11210,Samsung,AMD Ryzen 5,32,HDD,1024.0,Nvidia RTX 3080,13.3,3840x2160,11.9,3.11,Windows,2345.96,High-End
11211,MSI,Intel i7,32,SSD,1024.0,Nvidia RTX 2060,16.0,2560x1440,6.1,3.03,macOS,3530.7,Luxury
11212,Dell,AMD Ryzen 5,16,HDD,1024.0,Nvidia GTX 1650,13.3,1366x768,5.0,1.28,Linux,721.57,Low-End
11213,Samsung,Intel i9,32,SSD,2048.0,Nvidia RTX 3060,14.0,1366x768,11.8,2.12,FreeDOS,2102.97,High-End
11214,Dell,AMD Ryzen 5,16,SSD,256.0,Integrated,15.6,2560x1440,11.8,1.99,Linux,1051.36,Mid-End
11215,Dell,Intel i5,64,SSD,1024.0,AMD Radeon RX 6600,16.0,3840x2160,6.8,2.97,macOS,4329.94,Luxury
11216,Asus,AMD Ryzen 7,4,SSD,512.0,AMD Radeon RX 6600,14.0,2560x1440,9.5,3.02,macOS,1352.94,Mid-End
11217,Samsung,AMD Ryzen 7,64,SSD,2048.0,Nvidia RTX 3080,14.0,1366x768,10.4,1.91,FreeDOS,2374.18,High-End
11218,Dell,Intel i7,4,HDD,1024.0,Nvidia RTX 3060,13.3,1366x768,8.4,3.47,macOS,669.07,Low-End
11219,Dell,Intel i5,16,SSD,256.0,AMD Radeon RX 6800,17.3,2560x1440,6.5,1.8,Linux,1620.12,High-End
11220,Razer,AMD Ryzen 5,64,SSD,1024.0,Nvidia RTX 3060,13.3,1366x768,9.1,1.95,macOS,2715.49,High-End
11221,Microsoft,Intel i7,8,SSD,2048.0,AMD Radeon RX 6600,14.0,3840x2160,4.1,2.84,Linux,1990.16,High-End
11222,Apple,Intel i7,8,SSD,512.0,Nvidia RTX 3060,14.0,3840x2160,9.6,3.09,Windows,3123.1,Luxury
11223,Microsoft,Intel i3,64,SSD,512.0,Nvidia RTX 2060,15.6,3840x2160,6.7,1.51,Linux,3555.72,Luxury
11224,Microsoft,Intel i7,32,HDD,1024.0,Nvidia GTX 1650,13.3,3840x2160,11.0,1.99,macOS,2775.11,High-End
