Brand,Processor,RAM (GB),Storage Type,Storage Size,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($),Price Category
Acer,Intel i3,16,SSD,1024.0,Nvidia GTX 1650,13.3,2560x1440,7.5,1.35,Windows,1260.83,Mid-End
Acer,Intel i5,16,SSD,1024.0,Nvidia RTX 2060,15.6,3840x2160,10.0,1.46,macOS,2337.07,High-End
Razer,Intel i7,16,SSD,512.0,Integrated,17.3,3840x2160,11.5,2.7,Linux,2415.44,High-End
Razer,AMD Ryzen 3,16,SSD,2048.0,AMD Radeon RX 6600,14.0,1920x1080,10.0,1.51,macOS,1435.13,Mid-End
Apple,Intel i3,8,SSD,256.0,Nvidia GTX 1650,16.0,1920x1080,8.1,3.4,Linux,1490.77,Mid-End
HP,Intel i5,64,SSD,2048.0,AMD Radeon RX 6800,17.3,3840x2160,9.8,1.35,Windows,4265.53,Luxury
HP,AMD Ryzen 3,8,SSD,1024.0,Nvidia RTX 2060,14.0,3840x2160,10.4,2.67,Linux,1501.54,High-End
MSI,AMD Ryzen 9,8,SSD,512.0,AMD Radeon RX 6600,17.3,2560x1440,8.5,1.69,FreeDOS,2923.05,High-End
Razer,Intel i9,4,SSD,256.0,Integrated,14.0,3840x2160,9.2,1.31,FreeDOS,2245.9,High-End
MSI,AMD Ryzen 7,4,SSD,256.0,AMD Radeon RX 6600,16.0,2560x1440,5.7,3.47,Windows,2071.46,High-End
HP,Intel i9,16,HDD,1024.0,Nvidia RTX 3080,16.0,1920x1080,8.4,3.46,Linux,1872.14,High-End
Apple,AMD Ryzen 3,4,SSD,2048.0,Nvidia RTX 3080,16.0,2560x1440,10.2,2.05,Linux,1565.76,High-End
MSI,Intel i3,64,SSD,256.0,Nvidia RTX 3060,15.6,1920x1080,9.5,1.55,Linux,2703.29,High-End
HP,AMD Ryzen 3,16,SSD,2048.0,Nvidia RTX 3080,17.3,3840x2160,10.7,2.0,Linux,1888.36,High-End
Dell,Intel i7,64,SSD,1024.0,Nvidia RTX 3060,16.0,2560x1440,5.9,3.0,macOS,4071.47,Luxury
Lenovo,Intel i3,8,SSD,1024.0,Nvidia RTX 2060,14.0,2560x1440,8.2,3.09,FreeDOS,1067.72,Mid-End
Acer,AMD Ryzen 7,8,SSD,256.0,Nvidia GTX 1650,16.0,1366x768,4.8,3.43,macOS,1211.83,Mid-End
Razer,Intel i9,4,SSD,256.0,AMD Radeon RX 6600,16.0,2560x1440,8.7,2.99,macOS,2741.94,High-End
Lenovo,Intel i3,16,SSD,256.0,AMD Radeon RX 6600,16.0,1920x1080,10.9,3.07,FreeDOS,1232.09,Mid-End
HP,AMD Ryzen 9,16,SSD,512.0,Nvidia RTX 3060,17.3,3840x2160,6.0,3.1,macOS,3682.42,Luxury
Dell,Intel i3,4,SSD,1024.0,Nvidia RTX 2060,15.6,1920x1080,10.6,1.42,Windows,839.24,Mid-End
Razer,Intel i5,64,SSD,2048.0,Integrated,15.6,2560x1440,8.6,3.44,FreeDOS,3171.26,Luxury
Lenovo,AMD Ryzen 7,4,SSD,512.0,Nvidia RTX 3080,17.3,1366x768,9.8,1.74,macOS,1149.55,Mid-End
Dell,AMD Ryzen 5,64,SSD,1024.0,Nvidia RTX 3080,14.0,1920x1080,4.2,1.42,Linux,2363.91,High-End
Lenovo,Intel i3,16,HDD,1024.0,Nvidia RTX 3080,17.3,1366x768,5.8,1.95,macOS,688.16,Low-End
HP,Intel i3,16,SSD,2048.0,AMD Radeon RX 6800,15.6,1920x1080,5.5,2.76,macOS,1121.18,Mid-End
HP,AMD Ryzen 7,32,SSD,256.0,Nvidia RTX 3060,15.6,1920x1080,8.9,1.82,Windows,2240.0,High-End
Apple,Intel i5,32,HDD,1024.0,Nvidia GTX 1650,14.0,2560x1440,6.6,1.64,Linux,2461.04,High-End
Samsung,AMD Ryzen 5,4,SSD,512.0,AMD Radeon RX 6600,17.3,1920x1080,7.0,1.67,macOS,1076.35,Mid-End
MSI,AMD Ryzen 9,4,SSD,2048.0,Nvidia RTX 2060,14.0,1920x1080,6.8,2.69,Windows,1900.42,High-End
HP,Intel i7,64,HDD,1024.0,AMD Radeon RX 6800,13.3,1920x1080,7.4,2.7,FreeDOS,2509.94,High-End
Lenovo,Intel i9,8,SSD,512.0,AMD Radeon RX 6600,17.3,1920x1080,10.9,3.49,Windows,1970.88,High-End
Asus,AMD Ryzen 7,16,SSD,1024.0,AMD Radeon RX 6600,17.3,2560x1440,8.3,2.42,Linux,1922.49,High-End
HP,Intel i3,64,SSD,1024.0,AMD Radeon RX 6800,17.3,3840x2160,6.8,2.4,Windows,3482.66,Luxury
Acer,Intel i7,4,SSD,2048.0,Nvidia RTX 3060,15.6,1366x768,9.8,2.99,FreeDOS,1049.99,Mid-End
MSI,AMD Ryzen 5,8,SSD,512.0,Nvidia RTX 3060,16.0,1366x768,8.5,2.14,macOS,1343.23,Mid-End
Microsoft,AMD Ryzen 5,32,HDD,1024.0,Nvidia RTX 3080,16.0,1366x768,9.8,1.77,FreeDOS,1138.6,Mid-End
Acer,AMD Ryzen 7,64,SSD,1024.0,Nvidia GTX 1650,14.0,1366x768,9.4,2.9,Windows,2331.11,High-End
Dell,Intel i5,64,SSD,512.0,AMD Radeon RX 6600,15.6,3840x2160,5.1,3.14,Linux,4335.61,Luxury
Apple,Intel i9,32,SSD,256.0,Nvidia RTX 3080,17.3,3840x2160,5.3,3.04,Linux,7309.7,Luxury
Asus,AMD Ryzen 5,32,HDD,1024.0,Integrated,15.6,3840x2160,5.9,1.47,FreeDOS,1758.87,High-End
Apple,Intel i9,8,HDD,1024.0,AMD Radeon RX 6600,15.6,3840x2160,6.6,1.65,Windows,3682.94,Luxury
Apple,AMD Ryzen 5,64,SSD,512.0,Nvidia RTX 3060,13.3,1920x1080,7.5,3.38,Windows,3654.86,Luxury
HP,AMD Ryzen 5,8,SSD,256.0,Nvidia RTX 3060,14.0,1920x1080,6.9,1.61,Windows,1027.79,Mid-End
Apple,AMD Ryzen 5,8,SSD,2048.0,AMD Radeon RX 6600,14.0,2560x1440,10.3,2.7,FreeDOS,1785.86,High-End
Dell,AMD Ryzen 9,8,SSD,1024.0,Integrated,14.0,3840x2160,4.0,1.4,Windows,1749.37,High-End
HP,AMD Ryzen 5,4,SSD,256.0,AMD Radeon RX 6600,16.0,1366x768,4.9,1.8,Windows,846.1,Mid-End
MSI,AMD Ryzen 9,32,SSD,2048.0,Nvidia GTX 1650,15.6,1920x1080,4.2,2.17,Linux,3687.7,Luxury
MSI,AMD Ryzen 9,16,SSD,256.0,Nvidia RTX 2060,16.0,2560x1440,8.4,2.51,FreeDOS,3640.96,Luxury
HP,Intel i9,4,HDD,1024.0,AMD Radeon RX 6600,17.3,1366x768,4.8,3.05,FreeDOS,1294.34,Mid-End
Apple,AMD Ryzen 3,64,SSD,1024.0,Integrated,14.0,3840x2160,5.2,2.92,Windows,3170.84,Luxury
MSI,AMD Ryzen 9,4,SSD,1024.0,Nvidia RTX 3060,17.3,3840x2160,10.4,1.83,macOS,3653.15,Luxury
Samsung,Intel i5,16,HDD,1024.0,Nvidia GTX 1650,17.3,2560x1440,9.9,3.29,FreeDOS,1340.49,Mid-End
Acer,Intel i5,8,SSD,256.0,Nvidia RTX 3060,16.0,1366x768,5.0,2.2,FreeDOS,866.17,Mid-End
HP,AMD Ryzen 3,32,SSD,512.0,Nvidia RTX 3060,14.0,2560x1440,8.4,1.75,Linux,1765.54,High-End
MSI,Intel i5,32,HDD,1024.0,Integrated,16.0,1920x1080,10.2,2.76,macOS,1392.23,Mid-End
Lenovo,AMD Ryzen 7,16,SSD,512.0,AMD Radeon RX 6600,17.3,1920x1080,9.9,3.29,FreeDOS,1508.42,High-End
MSI,AMD Ryzen 9,16,SSD,2048.0,AMD Radeon RX 6800,14.0,2560x1440,7.3,3.37,Windows,3349.86,Luxury
Acer,Intel i7,32,HDD,1024.0,Nvidia RTX 2060,17.3,1920x1080,10.4,3.23,Linux,1778.22,High-End
Microsoft,Intel i7,64,SSD,1024.0,Nvidia GTX 1650,14.0,2560x1440,7.1,2.03,Linux,3656.87,Luxury
HP,Intel i5,16,SSD,2048.0,Nvidia RTX 3060,14.0,1920x1080,11.2,1.52,Linux,1304.96,Mid-End
MSI,AMD Ryzen 7,32,HDD,1024.0,AMD Radeon RX 6600,17.3,2560x1440,6.5,2.85,macOS,2896.03,High-End
Samsung,Intel i3,32,SSD,2048.0,Nvidia RTX 3080,13.3,1920x1080,11.8,1.35,macOS,1433.07,Mid-End
Dell,Intel i7,64,HDD,1024.0,AMD Radeon RX 6600,13.3,3840x2160,9.7,2.57,Windows,4167.8,Luxury
Apple,Intel i7,16,SSD,1024.0,Nvidia RTX 3060,14.0,3840x2160,6.5,2.93,FreeDOS,3698.45,Luxury
Lenovo,AMD Ryzen 3,4,SSD,1024.0,Nvidia RTX 2060,13.3,3840x2160,5.4,3.4,Linux,1212.3,Mid-End
Microsoft,AMD Ryzen 5,8,SSD,256.0,AMD Radeon RX 6800,14.0,1920x1080,4.1,1.62,FreeDOS,1037.56,Mid-End
Asus,Intel i5,4,SSD,2048.0,AMD Radeon RX 6600,16.0,1920x1080,9.8,1.29,FreeDOS,934.5,Mid-End
Lenovo,Intel i3,64,SSD,2048.0,Nvidia GTX 1650,16.0,3840x2160,8.0,2.74,FreeDOS,3762.26,Luxury
Acer,AMD Ryzen 9,8,SSD,2048.0,Nvidia GTX 1650,14.0,3840x2160,5.5,2.06,macOS,2717.0,High-End
Razer,Intel i9,8,HDD,1024.0,Integrated,14.0,3840x2160,10.7,2.64,macOS,2121.34,High-End
Microsoft,Intel i3,16,SSD,1024.0,AMD Radeon RX 6800,16.0,3840x2160,9.4,3.03,macOS,1714.07,High-End
Dell,Intel i7,32,SSD,256.0,AMD Radeon RX 6600,17.3,1920x1080,6.0,3.27,Linux,2129.2,High-End
Dell,Intel i9,4,SSD,256.0,Nvidia RTX 3080,17.3,1366x768,6.8,3.13,Linux,1391.77,Mid-End
MSI,AMD Ryzen 7,32,SSD,2048.0,AMD Radeon RX 6800,16.0,1920x1080,4.7,2.68,Linux,2954.09,High-End
Lenovo,Intel i5,8,SSD,2048.0,Nvidia RTX 3080,17.3,1920x1080,7.3,2.85,FreeDOS,1264.29,Mid-End
MSI,AMD Ryzen 9,64,HDD,1024.0,AMD Radeon RX 6800,16.0,3840x2160,8.1,1.57,FreeDOS,7726.36,Luxury
Lenovo,Intel i5,32,SSD,2048.0,Nvidia GTX 1650,15.6,2560x1440,8.0,1.24,FreeDOS,2093.56,High-End
Asus,AMD Ryzen 7,4,HDD,1024.0,Nvidia GTX 1650,17.3,2560x1440,5.9,1.79,FreeDOS,1367.78,Mid-End
Razer,Intel i3,32,SSD,2048.0,Nvidia GTX 1650,16.0,2560x1440,9.1,1.9,FreeDOS,2397.8,High-End
Microsoft,AMD Ryzen 7,8,SSD,256.0,AMD Radeon RX 6600,16.0,1366x768,9.9,2.59,FreeDOS,1206.79,Mid-End
Razer,Intel i3,4,SSD,256.0,AMD Radeon RX 6800,13.3,1920x1080,12.0,2.55,macOS,1040.54,Mid-End
HP,AMD Ryzen 9,8,SSD,2048.0,Nvidia RTX 3080,16.0,1920x1080,7.4,1.79,Windows,1767.48,High-End
Razer,AMD Ryzen 7,16,SSD,256.0,Nvidia GTX 1650,13.3,1920x1080,12.0,3.36,Windows,2073.94,High-End
Samsung,Intel i7,64,SSD,2048.0,AMD Radeon RX 6800,15.6,3840x2160,11.3,3.27,macOS,5477.23,Luxury
Razer,Intel i5,4,SSD,2048.0,Nvidia GTX 1650,16.0,3840x2160,7.4,1.68,FreeDOS,2215.04,High-End
Samsung,Intel i7,16,SSD,256.0,Nvidia GTX 1650,17.3,2560x1440,7.5,2.69,macOS,2171.2,High-End
Razer,Intel i5,4,SSD,2048.0,AMD Radeon RX 6800,14.0,1366x768,10.7,2.73,macOS,1077.94,Mid-End
Lenovo,AMD Ryzen 9,64,SSD,2048.0,AMD Radeon RX 6600,13.3,2560x1440,4.6,3.07,Windows,4769.18,Luxury
HP,Intel i7,8,SSD,256.0,AMD Radeon RX 6800,14.0,1366x768,5.4,2.04,Linux,913.13,Mid-End
Apple,Intel i3,32,SSD,512.0,Integrated,14.0,1366x768,11.6,1.75,Windows,1085.02,Mid-End
Acer,Intel i9,4,SSD,256.0,Nvidia RTX 3060,14.0,2560x1440,10.6,3.16,Windows,1853.61,High-End
Dell,AMD Ryzen 5,4,SSD,2048.0,Integrated,17.3,2560x1440,8.9,1.97,Windows,836.05,Mid-End
MSI,Intel i3,16,SSD,2048.0,Nvidia RTX 3080,17.3,1920x1080,6.8,1.46,macOS,1366.6,Mid-End
Razer,Intel i5,8,SSD,512.0,Integrated,17.3,2560x1440,7.9,1.79,macOS,1400.68,Mid-End
Lenovo,Intel i3,8,SSD,256.0,Nvidia RTX 3080,15.6,3840x2160,4.5,2.39,macOS,1493.72,Mid-End
MSI,AMD Ryzen 3,8,SSD,512.0,Nvidia RTX 2060,14.0,3840x2160,6.4,2.24,macOS,1669.41,High-End
Apple,Intel i5,8,SSD,1024.0,Integrated,13.3,1366x768,9.8,3.23,Linux,718.6,Low-End
Asus,Intel i7,8,SSD,512.0,Nvidia RTX 3060,13.3,3840x2160,4.2,1.87,Windows,1986.66,High-End
Samsung,Intel i5,4,SSD,512.0,Nvidia GTX 1650,16.0,1366x768,11.6,2.0,Windows,859.61,Mid-End
Asus,AMD Ryzen 9,16,SSD,2048.0,AMD Radeon RX 6600,15.6,1920x1080,5.9,2.26,Windows,2276.32,High-End
Asus,Intel i7,4,SSD,512.0,Nvidia RTX 3060,16.0,1920x1080,9.6,3.37,Windows,1203.19,Mid-End
Razer,AMD Ryzen 5,16,HDD,1024.0,Integrated,16.0,2560x1440,6.7,1.56,Linux,1397.06,Mid-End
Microsoft,Intel i7,8,HDD,1024.0,Nvidia RTX 3060,17.3,1366x768,10.8,1.85,Windows,959.38,Mid-End
Dell,Intel i9,4,SSD,2048.0,Integrated,15.6,2560x1440,8.7,2.53,Windows,1260.97,Mid-End
Razer,Intel i5,32,HDD,1024.0,Nvidia RTX 2060,17.3,1920x1080,9.1,2.0,Linux,2039.87,High-End
Asus,Intel i9,64,SSD,1024.0,Nvidia RTX 2060,14.0,1920x1080,9.6,1.25,macOS,3915.37,Luxury
Acer,Intel i5,64,SSD,512.0,AMD Radeon RX 6600,14.0,1366x768,10.4,3.17,Linux,1866.45,High-End
Asus,Intel i3,32,SSD,2048.0,AMD Radeon RX 6800,17.3,1366x768,8.3,2.64,macOS,1088.15,Mid-End
Acer,Intel i5,32,SSD,256.0,Nvidia RTX 3060,13.3,1920x1080,10.5,1.66,Linux,1680.56,High-End
Lenovo,Intel i3,32,HDD,1024.0,Nvidia RTX 3060,16.0,1920x1080,11.4,1.62,Windows,1302.12,Mid-End
Samsung,AMD Ryzen 7,32,SSD,256.0,Nvidia GTX 1650,17.3,2560x1440,11.0,2.47,FreeDOS,2761.17,High-End
Asus,AMD Ryzen 5,16,SSD,512.0,Integrated,17.3,1366x768,10.9,2.43,Windows,887.71,Mid-End
Asus,Intel i5,16,SSD,512.0,Nvidia RTX 2060,17.3,2560x1440,11.2,1.7,FreeDOS,1588.33,High-End
Microsoft,Intel i7,16,SSD,512.0,Integrated,14.0,1366x768,7.2,2.09,macOS,1001.31,Mid-End
MSI,AMD Ryzen 9,32,SSD,256.0,Nvidia RTX 3080,15.6,1920x1080,5.3,2.87,Windows,3803.06,Luxury
MSI,Intel i7,16,SSD,512.0,Nvidia GTX 1650,14.0,1366x768,4.1,2.02,Linux,1653.01,High-End
Acer,Intel i9,64,SSD,256.0,Nvidia GTX 1650,16.0,2560x1440,4.3,2.1,FreeDOS,5382.2,Luxury
MSI,Intel i7,16,HDD,1024.0,Nvidia GTX 1650,17.3,1920x1080,9.0,1.56,macOS,1751.16,High-End
Microsoft,AMD Ryzen 7,64,SSD,256.0,AMD Radeon RX 6800,13.3,1366x768,11.4,2.99,Windows,2443.0,High-End
Razer,Intel i9,4,SSD,2048.0,AMD Radeon RX 6800,17.3,1920x1080,6.3,1.27,Linux,2229.0,High-End
MSI,Intel i3,8,HDD,1024.0,Integrated,16.0,1920x1080,6.8,1.78,FreeDOS,737.71,Low-End
Samsung,Intel i3,8,SSD,1024.0,Nvidia RTX 3080,15.6,2560x1440,4.8,3.1,Windows,1254.12,Mid-End
Acer,Intel i9,16,HDD,1024.0,Nvidia RTX 3080,13.3,1366x768,5.9,2.16,macOS,1316.68,Mid-End
Lenovo,AMD Ryzen 3,32,HDD,1024.0,Integrated,15.6,1920x1080,9.3,2.76,FreeDOS,914.44,Mid-End
Lenovo,AMD Ryzen 7,32,SSD,512.0,AMD Radeon RX 6800,15.6,1920x1080,9.9,1.71,FreeDOS,2070.18,High-End
Acer,AMD Ryzen 3,8,HDD,1024.0,Nvidia RTX 2060,13.3,1366x768,7.5,3.22,Linux,750.08,Low-End
Microsoft,Intel i5,8,HDD,1024.0,AMD Radeon RX 6600,17.3,2560x1440,9.2,2.8,Linux,1174.99,Mid-End
MSI,AMD Ryzen 5,4,HDD,1024.0,Nvidia GTX 1650,17.3,2560x1440,4.1,2.4,Windows,1468.45,Mid-End
MSI,Intel i9,4,HDD,1024.0,Nvidia RTX 3060,16.0,2560x1440,4.4,2.94,Linux,2270.87,High-End
Lenovo,AMD Ryzen 7,4,SSD,1024.0,AMD Radeon RX 6600,14.0,1920x1080,10.0,1.61,FreeDOS,1178.94,Mid-End
Samsung,Intel i7,8,SSD,256.0,Nvidia RTX 3080,15.6,1366x768,5.5,2.81,Linux,1032.39,Mid-End
Dell,Intel i3,4,SSD,256.0,Nvidia RTX 3060,13.3,1920x1080,9.5,3.29,Linux,678.94,Low-End
Dell,AMD Ryzen 9,8,SSD,512.0,Integrated,16.0,3840x2160,8.4,2.29,macOS,1926.92,High-End
HP,Intel i9,8,SSD,256.0,Nvidia GTX 1650,14.0,1366x768,4.3,2.29,FreeDOS,1414.76,Mid-End
Samsung,Intel i3,4,SSD,1024.0,Nvidia RTX 2060,17.3,2560x1440,6.4,2.97,FreeDOS,908.78,Mid-End
HP,AMD Ryzen 3,32,HDD,1024.0,Integrated,13.3,1920x1080,8.9,3.14,macOS,829.18,Mid-End
Microsoft,Intel i9,4,HDD,1024.0,Integrated,17.3,3840x2160,5.2,3.23,macOS,1492.02,Mid-End
Razer,AMD Ryzen 5,4,SSD,256.0,Nvidia RTX 3060,16.0,1366x768,9.6,3.28,Windows,1127.73,Mid-End
Apple,Intel i5,64,SSD,512.0,AMD Radeon RX 6600,14.0,3840x2160,9.9,1.73,Windows,5848.97,Luxury
Asus,Intel i5,16,HDD,1024.0,Integrated,16.0,1366x768,7.5,2.09,macOS,730.77,Low-End
HP,AMD Ryzen 5,32,SSD,512.0,AMD Radeon RX 6800,16.0,3840x2160,8.6,3.27,macOS,2873.1,High-End
Asus,AMD Ryzen 3,32,HDD,1024.0,AMD Radeon RX 6800,16.0,1920x1080,10.5,2.83,Linux,1152.65,Mid-End
Dell,Intel i7,4,SSD,1024.0,AMD Radeon RX 6600,14.0,2560x1440,5.9,2.91,Linux,1289.24,Mid-End
Samsung,AMD Ryzen 9,32,SSD,2048.0,AMD Radeon RX 6600,13.3,3840x2160,6.6,1.45,FreeDOS,4476.47,Luxury
Lenovo,AMD Ryzen 7,16,SSD,1024.0,Nvidia RTX 3060,16.0,3840x2160,7.7,1.29,macOS,2603.54,High-End
Samsung,Intel i7,8,SSD,512.0,Nvidia RTX 2060,14.0,1920x1080,9.8,2.88,Windows,1345.6,Mid-End
Acer,AMD Ryzen 7,16,SSD,1024.0,Nvidia GTX 1650,17.3,3840x2160,7.9,1.68,macOS,2599.69,High-End
Lenovo,AMD Ryzen 5,4,SSD,256.0,AMD Radeon RX 6600,14.0,3840x2160,4.4,3.23,macOS,1389.41,Mid-End
Razer,Intel i3,16,SSD,512.0,Nvidia RTX 2060,13.3,2560x1440,6.9,1.38,FreeDOS,1694.58,High-End
Dell,AMD Ryzen 9,16,SSD,512.0,Nvidia RTX 2060,14.0,3840x2160,6.7,2.37,Windows,3405.44,Luxury
Apple,AMD Ryzen 5,4,SSD,512.0,AMD Radeon RX 6600,14.0,3840x2160,7.6,1.86,macOS,2122.45,High-End
MSI,AMD Ryzen 3,16,SSD,256.0,Nvidia RTX 3080,14.0,1366x768,8.3,3.43,macOS,1013.17,Mid-End
Acer,AMD Ryzen 7,64,SSD,512.0,Nvidia RTX 3060,17.3,1920x1080,6.9,3.47,Linux,3217.99,Luxury
Apple,Intel i3,16,SSD,2048.0,AMD Radeon RX 6800,14.0,3840x2160,7.3,1.37,FreeDOS,2524.15,High-End
Dell,Intel i3,64,HDD,1024.0,Nvidia GTX 1650,15.6,1366x768,6.5,1.72,macOS,1615.85,High-End
Apple,AMD Ryzen 3,4,HDD,1024.0,Nvidia RTX 2060,14.0,1366x768,5.3,1.85,Windows,717.67,Low-End
Asus,AMD Ryzen 5,4,SSD,1024.0,Nvidia GTX 1650,13.3,1920x1080,12.0,2.26,macOS,1039.29,Mid-End
MSI,AMD Ryzen 5,16,SSD,2048.0,Nvidia RTX 2060,13.3,3840x2160,9.9,2.51,macOS,2480.81,High-End
Samsung,Intel i7,64,HDD,1024.0,Nvidia RTX 3060,16.0,2560x1440,4.2,2.15,macOS,3455.73,Luxury
Apple,Intel i9,32,HDD,1024.0,Nvidia GTX 1650,15.6,3840x2160,10.3,2.32,Windows,5846.53,Luxury
MSI,Intel i9,64,HDD,1024.0,Nvidia RTX 2060,16.0,1366x768,8.5,1.42,macOS,3993.42,Luxury
Samsung,Intel i5,64,SSD,1024.0,Nvidia RTX 3060,14.0,3840x2160,7.1,2.01,Linux,3906.47,Luxury
Samsung,AMD Ryzen 5,4,SSD,512.0,Nvidia RTX 3060,13.3,2560x1440,10.0,1.95,macOS,1270.94,Mid-End
HP,Intel i3,4,HDD,1024.0,Nvidia RTX 2060,15.6,3840x2160,9.6,2.09,Linux,1124.3,Mid-End
Lenovo,Intel i9,8,SSD,256.0,Nvidia RTX 3060,17.3,1366x768,4.6,2.88,Linux,1653.7,High-End
HP,AMD Ryzen 9,64,HDD,1024.0,Integrated,15.6,3840x2160,9.1,3.43,Linux,3949.99,Luxury
Lenovo,AMD Ryzen 5,8,SSD,2048.0,Nvidia RTX 2060,17.3,3840x2160,4.1,2.35,Windows,1855.39,High-End
Acer,AMD Ryzen 5,64,SSD,1024.0,AMD Radeon RX 6800,14.0,1920x1080,4.8,2.73,Windows,2417.65,High-End
Asus,Intel i3,64,SSD,512.0,Integrated,14.0,2560x1440,4.6,3.23,Windows,1735.67,High-End
Asus,AMD Ryzen 9,8,SSD,2048.0,AMD Radeon RX 6800,14.0,1920x1080,6.3,2.45,Windows,1588.89,High-End
Asus,Intel i7,32,SSD,256.0,Nvidia RTX 3080,16.0,1920x1080,10.5,3.36,macOS,2238.9,High-End
HP,AMD Ryzen 7,8,SSD,2048.0,Integrated,14.0,1366x768,8.9,3.35,macOS,774.29,Low-End
Acer,Intel i5,4,SSD,256.0,Nvidia RTX 3080,13.3,1366x768,5.0,1.37,macOS,670.53,Low-End
Razer,Intel i9,8,SSD,2048.0,Integrated,14.0,1366x768,7.6,2.9,Linux,1200.29,Mid-End
MSI,AMD Ryzen 9,8,HDD,1024.0,AMD Radeon RX 6600,17.3,1920x1080,7.6,1.94,Linux,1887.85,High-End
Apple,Intel i5,4,SSD,256.0,Nvidia RTX 3080,17.3,2560x1440,6.8,1.45,Windows,1740.66,High-End
Asus,AMD Ryzen 7,64,HDD,1024.0,AMD Radeon RX 6800,16.0,1920x1080,11.7,2.33,Windows,2664.04,High-End
Microsoft,Intel i3,16,HDD,1024.0,AMD Radeon RX 6600,14.0,2560x1440,8.6,3.03,Windows,995.25,Mid-End
HP,AMD Ryzen 5,16,SSD,1024.0,AMD Radeon RX 6800,13.3,2560x1440,6.3,3.45,Linux,1531.76,High-End
HP,AMD Ryzen 7,16,SSD,1024.0,AMD Radeon RX 6600,14.0,2560x1440,11.7,2.62,Linux,1726.84,High-End
Microsoft,AMD Ryzen 7,8,SSD,512.0,Nvidia RTX 3060,14.0,1920x1080,11.6,3.05,Windows,1155.26,Mid-End
MSI,Intel i9,16,SSD,256.0,AMD Radeon RX 6600,17.3,1366x768,6.8,1.9,FreeDOS,2263.63,High-End
Dell,AMD Ryzen 7,64,SSD,512.0,AMD Radeon RX 6800,15.6,1366x768,4.5,3.11,Windows,2640.17,High-End
HP,AMD Ryzen 5,32,SSD,256.0,AMD Radeon RX 6800,14.0,3840x2160,11.2,3.05,macOS,2702.86,High-End
Razer,AMD Ryzen 9,32,SSD,1024.0,Nvidia RTX 3080,16.0,2560x1440,10.7,3.19,macOS,5158.41,Luxury
Samsung,AMD Ryzen 7,32,SSD,256.0,AMD Radeon RX 6800,15.6,2560x1440,7.9,1.35,FreeDOS,2777.35,High-End
HP,Intel i9,32,SSD,1024.0,Nvidia RTX 3060,13.3,2560x1440,7.7,2.8,FreeDOS,3365.29,Luxury
Microsoft,AMD Ryzen 3,4,SSD,1024.0,Nvidia RTX 3080,16.0,3840x2160,6.4,1.34,FreeDOS,1456.05,Mid-End
HP,Intel i5,4,HDD,1024.0,Nvidia GTX 1650,16.0,1366x768,4.9,3.23,macOS,815.56,Mid-End
MSI,AMD Ryzen 7,8,SSD,1024.0,Nvidia RTX 2060,15.6,1920x1080,8.2,3.17,Linux,1937.33,High-End
Razer,Intel i7,32,SSD,512.0,Nvidia RTX 3060,15.6,1920x1080,6.3,2.74,Linux,3042.64,Luxury
Apple,AMD Ryzen 3,4,HDD,1024.0,AMD Radeon RX 6800,15.6,1366x768,10.6,2.09,Windows,1029.55,Mid-End
MSI,Intel i7,64,SSD,1024.0,AMD Radeon RX 6800,13.3,2560x1440,4.6,1.77,macOS,4676.87,Luxury
Samsung,Intel i9,16,SSD,512.0,Nvidia RTX 3060,15.6,2560x1440,9.9,2.09,macOS,2619.26,High-End
Asus,AMD Ryzen 5,4,SSD,1024.0,AMD Radeon RX 6600,14.0,1920x1080,11.8,2.48,Linux,852.73,Mid-End
Dell,Intel i7,8,SSD,512.0,Nvidia RTX 3080,17.3,2560x1440,9.6,3.48,Windows,1792.0,High-End
Apple,Intel i7,4,SSD,1024.0,Nvidia RTX 3060,13.3,1366x768,11.8,2.33,FreeDOS,1472.52,Mid-End
Lenovo,AMD Ryzen 7,16,SSD,2048.0,Nvidia RTX 2060,13.3,1366x768,8.2,1.34,macOS,1158.51,Mid-End
Lenovo,Intel i5,16,SSD,1024.0,AMD Radeon RX 6800,13.3,3840x2160,6.0,2.55,Linux,1846.32,High-End
Apple,Intel i5,32,SSD,2048.0,AMD Radeon RX 6600,13.3,2560x1440,6.2,2.65,macOS,2905.1,High-End
MSI,Intel i7,16,SSD,512.0,AMD Radeon RX 6800,16.0,3840x2160,5.8,2.4,Windows,3411.78,Luxury
Lenovo,AMD Ryzen 3,4,SSD,2048.0,AMD Radeon RX 6800,15.6,2560x1440,5.4,2.38,Windows,943.85,Mid-End
HP,Intel i3,32,SSD,256.0,AMD Radeon RX 6800,17.3,3840x2160,5.9,1.68,Linux,2470.72,High-End
Microsoft,AMD Ryzen 5,8,HDD,1024.0,Integrated,17.3,3840x2160,5.3,3.02,Windows,1055.32,Mid-End
Acer,AMD Ryzen 3,4,SSD,256.0,Nvidia RTX 2060,17.3,2560x1440,10.4,2.51,FreeDOS,996.84,Mid-End
Lenovo,Intel i3,8,SSD,2048.0,Integrated,16.0,2560x1440,8.8,2.29,Windows,918.37,Mid-End
HP,AMD Ryzen 7,8,SSD,1024.0,Nvidia RTX 3080,14.0,1366x768,5.7,2.13,macOS,1056.8,Mid-End
